qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1_sec,q2_sec,q3_sec
3512,344,5,205,19,19,1:18.237,,,78.237,,
3513,344,15,205,18,20,1:18.698,,,78.69800000000001,,
3514,344,10,166,24,21,1:18.941,,,78.941,,
3515,344,811,164,21,22,1:19.484,,,79.48400000000001,,
3516,344,810,166,25,23,1:19.675,,,79.675,,
3517,344,812,164,20,24,1:27.757,,,87.757,,
3518,345,20,9,5,1,1:38.324,1:38.015,1:37.587,98.324,98.015,97.587
3519,345,17,9,6,2,1:38.549,1:38.041,1:37.662,98.549,98.041,97.662
3520,345,1,1,2,3,1:38.697,1:38.158,1:37.969,98.697,98.158,97.969
3521,345,4,6,8,4,1:38.472,1:38.179,1:38.075,98.47200000000001,98.179,98.075
3522,345,13,6,7,5,1:38.657,1:38.046,1:38.127,98.657,98.04599999999999,98.12700000000001
3523,345,9,4,11,6,1:38.132,1:38.062,1:38.137,98.132,98.062,98.137
3524,345,18,1,1,7,1:38.360,1:38.399,1:38.210,98.36,98.399,98.21000000000001
3525,345,807,3,10,8,1:38.843,1:38.523,1:38.428,98.843,98.523,98.428
3526,345,22,3,9,9,1:38.449,1:38.326,1:38.428,98.449,98.326,98.428
3527,345,808,4,12,10,1:39.004,1:38.552,1:38.523,99.00399999999999,98.55199999999999,98.523
3528,345,67,5,16,11,1:39.096,1:38.586,,99.096,98.586,
3529,345,3,131,4,12,1:38.752,1:38.627,,98.75200000000001,98.62700000000001,
3530,345,16,10,14,13,1:39.021,1:38.851,,99.021,98.851,
3531,345,24,10,15,14,1:38.969,1:38.884,,98.969,98.884,
3532,345,30,131,3,15,1:38.994,1:39.234,,98.994,99.23400000000001,
3533,345,37,15,22,16,1:39.003,1:39.264,,99.003,99.26400000000001,
3534,345,153,5,17,17,1:39.128,1:39.458,,99.128,99.458,
3535,345,155,15,23,18,1:39.343,,,99.343,,
3536,345,15,205,18,19,1:40.658,,,100.658,,
3537,345,5,205,19,20,1:40.882,,,100.882,,
3538,345,810,166,25,21,1:42.086,,,102.086,,
3539,345,10,166,24,22,1:42.140,,,102.14,,
3540,345,812,164,20,23,1:42.600,,,102.6,,
3541,345,811,164,21,24,1:42.851,,,102.851,,
3542,346,20,9,5,1,1:30.841,1:30.480,1:29.615,90.84100000000001,90.48,89.615
3543,346,17,9,6,2,1:30.858,1:30.114,1:29.758,90.858,90.114,89.758
3544,346,4,6,8,3,1:30.997,1:30.700,1:30.426,90.997,90.7,90.426
3545,346,1,1,2,4,1:31.297,1:31.118,1:30.556,91.297,91.118,90.556
3546,346,3,131,4,5,1:31.626,1:31.085,1:30.625,91.626,91.08500000000001,90.625
3547,346,9,4,11,6,1:31.680,1:31.344,1:31.040,91.68,91.344,91.03999999999999
3548,346,13,6,7,7,1:31.313,1:31.010,1:31.172,91.313,91.01,91.172
3549,346,22,3,9,8,1:31.424,1:31.126,1:31.175,91.424,91.126,91.175
3550,346,37,15,22,9,1:31.533,1:31.327,1:31.274,91.533,91.327,91.274
3551,346,30,131,3,10,1:32.058,1:31.022,1:31.430,92.05799999999999,91.02199999999999,91.43
3552,346,16,10,14,11,1:31.109,1:31.399,,91.10900000000001,91.399,
3553,346,155,15,23,12,1:31.851,1:31.421,,91.851,91.42099999999999,
3554,346,807,3,10,13,1:32.144,1:31.635,,92.144,91.635,
3555,346,18,1,1,14,1:31.435,1:31.699,,91.435,91.699,
3556,346,24,10,15,15,1:32.226,1:31.708,,92.226,91.708,
3557,346,808,4,12,16,1:31.638,1:31.796,,91.638,91.79599999999999,
3558,346,67,5,16,17,1:31.901,1:32.012,,91.901,92.012,
3559,346,153,5,17,18,1:32.430,,,92.43,,
3560,346,5,205,19,19,1:34.405,,,94.405,,
3561,346,10,166,24,20,1:34.775,,,94.775,,
3562,346,15,205,18,21,1:34.864,,,94.864,,
3563,346,810,166,25,22,1:35.212,,,95.212,,
3564,346,812,164,20,23,1:36.576,,,96.576,,
3565,346,29,164,21,24,1:36.968,,,96.968,,
3566,347,20,9,5,1,1:15.152,1:14.249,1:13.791,75.152,74.249,73.791
3567,347,4,6,8,2,1:14.808,1:14.081,1:13.793,74.80799999999999,74.081,73.793
3568,347,13,6,7,3,1:15.216,1:14.478,1:14.290,75.216,74.478,74.28999999999999
3569,347,17,9,6,4,1:15.334,1:14.340,1:14.347,75.334,74.34,74.347
3570,347,18,1,1,5,1:15.823,1:14.716,1:14.427,75.82300000000001,74.716,74.42699999999999
3571,347,1,1,2,6,1:15.505,1:14.488,1:14.566,75.505,74.488,74.566
3572,347,9,4,11,7,1:15.736,1:14.835,1:15.079,75.736,74.83500000000001,75.07900000000001
3573,347,22,3,9,8,1:16.398,1:14.698,1:15.109,76.398,74.69800000000001,75.109
3574,347,3,131,4,9,1:16.178,1:15.018,1:15.179,76.178,75.018,75.179
3575,347,807,3,10,10,1:16.387,1:14.943,1:15.339,76.387,74.943,75.339
3576,347,30,131,3,11,1:16.084,1:15.026,,76.084,75.026,
3577,347,155,15,23,12,1:15.951,1:15.084,,75.951,75.084,
3578,347,808,4,12,13,1:16.521,1:15.307,,76.521,75.307,
3579,347,16,10,14,14,1:16.220,1:15.467,,76.22,75.467,
3580,347,37,15,22,15,1:16.450,1:15.550,,76.45,75.55,
3581,347,153,5,17,16,1:16.664,1:15.588,,76.664,75.588,
3582,347,67,5,16,17,1:16.029,1:15.974,,76.029,75.974,
3583,347,15,205,18,18,1:17.583,,,77.583,,
3584,347,5,205,19,19,1:18.300,,,78.3,,
3585,347,10,166,24,20,1:18.343,,,78.343,,
3586,347,811,164,21,21,1:18.592,,,78.592,,
3587,347,24,10,15,22,1:18.952,,,78.952,,
3588,347,29,164,20,23,1:19.844,,,79.844,,
3589,347,810,166,25,24,,,,,,
3590,348,20,9,5,1,1:20.417,1:19.573,1:18.773,80.417,79.57300000000001,78.773
3591,348,17,9,6,2,1:21.132,1:19.531,1:19.184,81.132,79.531,79.184
3592,348,4,6,8,3,1:21.278,1:20.237,1:19.987,81.27799999999999,80.237,79.987
3593,348,13,6,7,4,1:21.299,1:20.857,1:20.331,81.299,80.857,80.331
3594,348,1,1,2,5,1:21.455,1:20.877,1:20.499,81.455,80.877,80.499
3595,348,3,131,4,6,1:21.212,1:20.811,1:21.082,81.212,80.811,81.082
3596,348,808,4,12,7,1:21.558,1:20.797,1:21.229,81.55799999999999,80.797,81.229
3597,348,9,4,11,8,1:21.159,1:20.867,1:21.328,81.15899999999999,80.867,81.328
3598,348,37,15,22,9,1:21.891,1:21.273,1:21.411,81.89099999999999,81.273,81.411
3599,348,807,3,10,10,1:21.598,1:21.275,1:21.710,81.598,81.275,81.71000000000001
3600,348,18,1,1,11,1:21.422,1:21.292,,81.422,81.292,
3601,348,22,3,9,12,1:21.478,1:21.331,,81.47800000000001,81.331,
3602,348,16,10,14,13,1:22.080,1:21.517,,82.08,81.517,
3603,348,30,131,3,14,1:21.840,1:21.630,,81.84,81.63,
3604,348,67,5,16,15,1:21.982,1:21.897,,81.982,81.89699999999999,
3605,348,24,10,15,16,1:21.789,1:21.927,,81.789,81.92699999999999,
3606,348,153,5,17,17,1:21.978,1:21.998,,81.97800000000001,81.998,
3607,348,155,15,23,18,1:22.222,,,82.22200000000001,,
3608,348,10,166,24,19,1:24.050,,,84.05,,
3609,348,5,205,19,20,1:24.120,,,84.12,,
3610,348,15,205,18,21,1:24.199,,,84.199,,
3611,348,810,166,25,22,1:25.118,,,85.118,,
3612,348,811,164,21,23,1:26.391,,,86.39099999999999,,
3613,348,29,164,20,24,1:26.453,,,86.453,,
3614,349,17,9,6,1,1:57.352,1:47.253,1:45.778,117.352,107.253,105.77799999999999
3615,349,1,1,2,2,1:56.706,1:46.211,1:45.863,116.706,106.211,105.863
3616,349,9,4,11,3,1:56.041,1:47.320,1:46.100,116.041,107.32,106.1
3617,349,20,9,5,4,1:58.487,1:47.245,1:46.127,118.487,107.245,106.12700000000001
3618,349,18,1,1,5,1:57.981,1:46.790,1:46.206,117.981,106.78999999999999,106.206
3619,349,13,6,7,6,1:58.323,1:47.322,1:46.314,118.32300000000001,107.322,106.314
3620,349,22,3,9,7,1:55.757,1:47.797,1:46.602,115.757,107.797,106.602
3621,349,16,10,14,8,1:58.730,1:47.292,1:46.659,118.72999999999999,107.292,106.65899999999999
3622,349,807,3,10,9,1:55.442,1:47.821,1:47.053,115.44200000000001,107.821,107.053
3623,349,4,6,8,10,1:57.023,1:47.544,1:47.441,117.023,107.544,107.441
3624,349,30,131,3,11,1:56.313,1:47.874,,116.313,107.874,
3625,349,3,131,4,12,1:54.826,1:47.885,,114.826,107.88499999999999,
3626,349,153,5,17,13,1:58.944,1:48.267,,118.944,108.267,
3627,349,24,10,15,14,2:01.102,1:48.680,,121.102,108.68,
3628,349,67,5,16,15,2:00.386,1:49.209,,120.386,109.209,
3629,349,5,205,19,16,2:01.343,1:50.980,,121.343,110.97999999999999,
3630,349,10,166,24,17,2:01.316,1:52.049,,121.316,112.049,
3631,349,15,205,18,18,2:01.491,,,121.491,,
3632,349,155,15,23,19,2:02.284,,,122.284,,
3633,349,811,164,21,20,2:03.612,,,123.612,,
3634,349,29,164,20,21,2:03.941,,,123.941,,
3635,349,37,15,22,22,2:05.294,,,125.294,,
3636,349,810,166,25,23,2:18.754,,,138.754,,
3637,349,808,4,12,24,,,,,,
3638,350,4,6,8,1,1:22.646,1:22.297,1:21.962,82.646,82.297,81.962
3639,350,18,1,1,2,1:23.085,1:22.354,1:22.084,83.08500000000001,82.354,82.084
3640,350,13,6,7,3,1:22.421,1:22.610,1:22.293,82.42099999999999,82.61,82.293
3641,350,17,9,6,4,1:23.431,1:22.706,1:22.433,83.431,82.706,82.43299999999999
3642,350,1,1,2,5,1:22.830,1:22.394,1:22.623,82.83,82.394,82.623
3643,350,20,9,5,6,1:23.235,1:22.701,1:22.675,83.235,82.701,82.675
3644,350,3,131,4,7,1:23.529,1:23.055,1:23.027,83.529,83.055,83.027
3645,350,807,3,10,8,1:23.516,1:22.989,1:23.037,83.51599999999999,82.989,83.037
3646,350,9,4,11,9,1:23.234,1:22.880,1:23.039,83.23400000000001,82.88,83.039
3647,350,22,3,9,10,1:23.695,1:23.142,1:23.328,83.695,83.142,83.328
3648,350,16,10,14,11,1:23.493,1:23.199,,83.493,83.199,
3649,350,30,131,3,12,1:23.840,1:23.388,,83.84,83.388,
3650,350,155,15,23,13,1:24.273,1:23.659,,84.273,83.65899999999999,
3651,350,67,5,16,14,1:23.744,1:23.681,,83.744,83.681,
3652,350,808,4,12,15,1:24.086,1:23.819,,84.086,83.819,
3653,350,153,5,17,16,1:24.083,1:23.919,,84.083,83.919,
3654,350,37,15,22,17,1:24.442,1:24.044,,84.44200000000001,84.044,
3655,350,15,205,18,18,1:25.540,,,85.53999999999999,,
3656,350,5,205,19,19,1:25.742,,,85.742,,
3657,350,24,10,15,20,1:25.774,,,85.774,,
3658,350,10,166,24,21,1:25.934,,,85.934,,
3659,350,810,166,25,22,1:25.974,,,85.974,,
3660,350,811,164,21,23,1:26.847,,,86.84700000000001,,
3661,350,29,164,20,24,1:27.020,,,87.02,,
3662,351,4,6,8,1,1:46.541,1:45.809,1:45.390,106.541,105.809,105.39
3663,351,20,9,5,2,1:46.960,1:45.561,1:45.457,106.96000000000001,105.561,105.457
3664,351,1,1,2,3,1:48.296,1:46.042,1:45.571,108.29599999999999,106.042,105.571
3665,351,18,1,1,4,1:48.032,1:46.490,1:45.944,108.032,106.49000000000001,105.944
3666,351,17,9,6,5,1:47.088,1:45.908,1:45.977,107.088,105.908,105.977
3667,351,22,3,9,6,1:48.183,1:47.019,1:46.236,108.18299999999999,107.019,106.23599999999999
3668,351,3,131,4,7,1:48.554,1:46.783,1:46.443,108.554,106.783,106.443
3669,351,9,4,11,8,1:47.657,1:46.949,1:46.593,107.657,106.949,106.593
3670,351,30,131,3,9,1:48.425,1:47.160,1:46.702,108.425,107.16,106.702
3671,351,155,15,23,10,1:48.908,1:47.559,1:47.884,108.908,107.559,107.884
3672,351,153,5,17,11,1:48.127,1:47.666,,108.12700000000001,107.666,
3673,351,807,3,10,12,1:47.984,1:47.674,,107.98400000000001,107.674,
3674,351,808,4,12,13,1:48.906,1:48.165,,108.906,108.16499999999999,
3675,351,67,5,16,14,1:49.063,1:48.502,,109.063,108.50200000000001,
3676,351,2,15,22,15,1:48.696,1:48.557,,108.696,108.557,
3677,351,16,10,14,16,1:48.496,1:48.899,,108.49600000000001,108.899,
3678,351,24,10,15,17,1:48.988,1:48.961,,108.988,108.961,
3679,351,10,166,24,18,1:50.271,,,110.271,,
3680,351,5,205,19,19,1:50.915,,,110.91499999999999,,
3681,351,810,166,25,20,1:51.107,,,111.107,,
3682,351,15,205,18,21,1:51.641,,,111.64099999999999,,
3683,351,32,164,20,22,1:52.946,,,112.946,,
3684,351,811,164,21,23,1:54.174,,,114.174,,
3685,351,13,6,7,24,,,,,,
3686,352,20,9,5,1,1:32.035,1:31.184,1:30.785,92.035,91.184,90.785
3687,352,17,9,6,2,1:32.476,1:31.241,1:30.853,92.476,91.241,90.85300000000001
3688,352,1,1,2,3,1:32.809,1:31.523,1:31.169,92.809,91.523,91.169
3689,352,9,4,11,4,1:32.808,1:32.042,1:31.231,92.80799999999999,92.042,91.231
3690,352,4,6,8,5,1:32.555,1:31.819,1:31.352,92.555,91.819,91.352
3691,352,18,1,1,6,1:32.636,1:31.763,1:31.378,92.636,91.763,91.378
3692,352,3,131,4,7,1:32.238,1:31.886,1:31.494,92.238,91.886,91.494
3693,352,22,3,9,8,1:32.361,1:31.874,1:31.535,92.36099999999999,91.874,91.535
3694,352,807,3,10,9,1:32.211,1:31.926,1:31.559,92.211,91.926,91.559
3695,352,30,131,3,10,1:32.513,1:32.073,1:31.846,92.513,92.07300000000001,91.846
3696,352,2,15,22,11,1:33.011,1:32.187,,93.011,92.187,
3697,352,13,6,7,12,1:32.721,1:32.321,,92.721,92.321,
3698,352,808,4,12,13,1:32.849,1:32.422,,92.84899999999999,92.422,
3699,352,155,15,23,14,1:32.783,1:32.427,,92.783,92.42699999999999,
3700,352,16,10,14,15,1:33.186,1:32.659,,93.186,92.65899999999999,
3701,352,153,5,17,16,1:33.471,1:33.071,,93.471,93.071,
3702,352,24,10,15,17,1:33.216,1:33.154,,93.21600000000001,93.154,
3703,352,67,5,16,18,1:33.568,,,93.568,,
3704,352,15,205,18,19,1:35.346,,,95.346,,
3705,352,5,205,19,20,1:35.464,,,95.464,,
3706,352,810,166,25,21,1:36.265,,,96.265,,
3707,352,10,166,24,22,1:36.332,,,96.332,,
3708,352,811,164,21,23,1:37.270,,,97.27000000000001,,
3709,352,29,164,20,24,1:37.365,,,97.36500000000001,,
3710,353,20,9,5,1,1:37.123,1:36.074,1:35.585,97.12299999999999,96.074,95.58500000000001
3711,353,17,9,6,2,1:37.373,1:36.039,1:35.659,97.37299999999999,96.039,95.65899999999999
3712,353,4,6,8,3,1:37.144,1:36.287,1:35.766,97.144,96.287,95.76599999999999
3713,353,1,1,2,4,1:37.113,1:36.197,1:36.062,97.113,96.197,96.062
3714,353,3,131,4,5,1:37.708,1:36.791,1:36.535,97.708,96.791,96.535
3715,353,13,6,7,6,1:37.515,1:36.169,1:36.571,97.515,96.169,96.571
3716,353,18,1,1,7,1:38.123,1:37.064,1:36.731,98.12299999999999,97.064,96.731
3717,353,9,4,11,8,1:37.703,1:37.179,1:36.824,97.703,97.179,96.824
3718,353,30,131,3,9,1:37.980,1:37.077,1:36.950,97.97999999999999,97.077,96.95
3719,353,22,3,9,10,1:38.257,1:37.511,1:36.998,98.257,97.511,96.99799999999999
3720,353,807,3,10,11,1:38.115,1:37.620,,98.11500000000001,97.62,
3721,353,155,15,23,12,1:38.429,1:37.643,,98.429,97.643,
3722,353,2,15,22,13,1:38.171,1:37.715,,98.17099999999999,97.715,
3723,353,16,10,14,14,1:38.572,1:37.783,,98.572,97.783,
3724,353,808,4,12,15,1:38.174,1:37.799,,98.174,97.799,
3725,353,153,5,17,16,1:38.583,1:37.853,,98.583,97.85300000000001,
3726,353,67,5,16,17,1:38.621,1:38.594,,98.62100000000001,98.594,
3727,353,24,10,15,18,1:38.955,,,98.955,,
3728,353,15,205,18,19,1:40.521,,,100.521,,
3729,353,10,166,24,20,1:40.748,,,100.74799999999999,,
3730,353,5,205,19,21,1:41.768,,,101.768,,
3731,353,810,166,25,22,1:42.325,,,102.325,,
3732,353,29,164,20,23,1:42.444,,,102.444,,
3733,353,811,164,21,24,1:43.283,,,103.283,,
3734,354,807,3,10,1,1:20.050,1:19.144,1:14.470,80.05,79.144,74.47
3735,354,20,9,5,2,1:19.160,1:18.691,1:15.519,79.16,78.691,75.519
3736,354,17,9,6,3,1:19.025,1:18.516,1:15.637,79.025,78.51599999999999,75.637
3737,354,1,1,2,4,1:19.931,1:18.921,1:15.747,79.931,78.92099999999999,75.747
3738,354,4,6,8,5,1:18.987,1:19.010,1:15.989,78.987,79.01,75.989
3739,354,22,3,9,6,1:19.799,1:18.925,1:16.203,79.799,78.925,76.203
3740,354,9,4,11,7,1:19.249,1:18.877,1:16.552,79.249,78.877,76.55199999999999
3741,354,30,131,3,8,1:19.879,1:18.923,1:16.925,79.879,78.923,76.925
3742,354,13,6,7,9,1:19.778,1:19.200,1:17.101,79.77799999999999,79.2,77.101
3743,354,808,4,12,10,1:20.189,1:19.153,1:17.656,80.189,79.15299999999999,77.656
3744,354,18,1,1,11,1:19.905,1:19.288,,79.905,79.288,
3745,354,155,15,23,12,1:19.741,1:19.385,,79.741,79.385,
3746,354,3,131,4,13,1:20.153,1:19.486,,80.15299999999999,79.486,
3747,354,153,5,17,14,1:20.158,1:19.581,,80.158,79.581,
3748,354,67,5,16,15,1:20.096,1:19.847,,80.096,79.84700000000001,
3749,354,2,15,22,16,1:20.174,1:19.899,,80.174,79.899,
3750,354,24,10,15,17,1:20.592,1:20.357,,80.592,80.357,
3751,354,16,10,14,18,1:20.830,,,80.83,,
3752,354,10,166,24,19,1:22.130,,,82.13,,
3753,354,15,205,18,20,1:22.250,,,82.25,,
3754,354,5,205,19,21,1:22.378,,,82.378,,
3755,354,810,166,25,22,1:22.810,,,82.81,,
3756,354,32,164,20,23,1:23.083,,,83.083,,
3757,354,811,164,21,24,1:23.796,,,83.79599999999999,,
3758,355,20,9,5,1,1:40.318,1:39.874,1:39.394,100.318,99.874,99.394
3759,355,1,1,2,2,1:40.335,1:40.119,1:39.425,100.33500000000001,100.119,99.425
3760,355,4,6,8,3,1:40.170,1:40.311,1:39.792,100.17,100.311,99.792
3761,355,18,1,1,4,1:40.877,1:40.014,1:39.823,100.87700000000001,100.01400000000001,99.82300000000001
3762,355,17,9,6,5,1:40.690,1:40.074,1:39.925,100.69,100.074,99.925
3763,355,13,6,7,6,1:40.942,1:40.323,1:40.202,100.94200000000001,100.32300000000001,100.202
3764,355,22,3,9,7,1:40.904,1:40.476,1:40.203,100.904,100.476,100.203
3765,355,30,131,3,8,1:41.222,1:40.452,1:40.516,101.22200000000001,100.452,100.51599999999999
3766,355,3,131,4,9,1:40.231,1:40.060,1:40.589,100.231,100.06,100.589
3767,355,808,4,12,10,1:41.018,1:40.658,1:40.901,101.018,100.658,100.90100000000001
3768,355,9,4,11,11,1:41.336,1:40.780,,101.336,100.78,
3769,355,155,15,23,12,1:41.045,1:40.783,,101.045,100.783,
3770,355,16,10,14,13,1:41.473,1:40.914,,101.473,100.914,
3771,355,2,15,22,14,1:41.409,1:41.113,,101.40899999999999,101.113,
3772,355,807,3,10,15,1:41.015,1:41.418,,101.015,101.418,
3773,355,24,10,15,16,1:41.681,1:41.642,,101.681,101.642,
3774,355,153,5,17,17,1:41.707,1:41.738,,101.707,101.738,
3775,355,67,5,16,18,1:41.824,,,101.824,,
3776,355,15,205,18,19,1:43.516,,,103.51599999999999,,
3777,355,5,205,19,20,1:43.712,,,103.712,,
3778,355,10,166,24,21,1:44.095,,,104.095,,
3779,355,810,166,25,22,1:44.510,,,104.50999999999999,,
3780,355,811,164,21,23,1:45.085,,,105.08500000000001,,
3781,355,32,164,20,24,1:45.296,,,105.29599999999999,,
3782,108,30,6,1,1,1:27.173,,,87.173,,
3783,108,22,6,2,2,1:27.418,,,87.418,,
3784,108,31,3,3,3,1:28.101,,,88.101,,
3785,108,49,15,10,4,1:28.274,,,88.274,,
3786,108,44,7,20,5,1:28.288,,,88.288,,
3787,108,35,16,16,6,1:28.420,,,88.42,,
3788,108,2,15,9,7,1:28.464,,,88.464,,
3789,108,18,16,17,8,1:28.682,,,88.682,,
3790,108,23,3,4,9,1:28.830,,,88.83,,
3791,108,4,4,8,10,1:28.928,,,88.928,,
3792,108,14,1,5,11,1:29.105,,,89.105,,
3793,108,15,4,7,12,1:29.136,,,89.136,,
3794,108,21,17,11,13,1:29.344,,,89.344,,
3795,108,17,19,14,14,1:29.367,,,89.367,,
3796,108,8,1,6,15,1:29.470,,,89.47,,
3797,108,43,7,21,16,1:29.538,,,89.538,,
3798,108,52,17,12,17,1:31.242,,,91.242,,
3799,108,42,19,15,18,1:31.723,,,91.723,,
3800,108,51,18,18,19,,,,,,
3801,108,50,18,19,20,,,,,,
3802,110,22,6,2,1,1:13.807,,,73.807,,
3803,110,14,1,5,2,1:13.818,,,73.818,,
3804,110,17,19,14,3,1:13.851,,,73.851,,
3805,110,8,1,6,4,1:13.866,,,73.866,,
3806,110,15,4,7,5,1:13.953,,,73.953,,
3807,110,23,3,4,6,1:14.124,,,74.124,,
3808,110,30,6,1,7,1:14.130,,,74.13,,
3809,110,21,17,11,8,1:14.191,,,74.191,,
3810,110,31,3,3,9,1:14.223,,,74.223,,
3811,110,4,4,8,10,1:14.384,,,74.384,,
3812,110,18,16,17,11,1:14.504,,,74.504,,
3813,110,2,15,9,12,1:14.631,,,74.631,,
3814,110,35,16,16,13,1:14.668,,,74.668,,
3815,110,49,15,10,14,1:14.839,,,74.839,,
3816,110,44,7,20,15,1:14.839,,,74.839,,
3817,110,52,17,12,16,1:15.240,,,75.24,,
3818,110,42,19,15,17,1:15.317,,,75.31700000000001,,
3819,110,43,7,21,18,1:15.641,,,75.641,,
3820,110,50,18,19,19,1:16.542,,,76.542,,
3821,110,51,18,18,20,1:16.586,,,76.586,,
3822,111,30,6,1,1,1:22.327,,,82.327,,
3823,111,23,3,4,2,1:22.341,,,82.34100000000001,,
3824,111,22,6,2,3,1:22.557,,,82.557,,
3825,111,31,3,3,4,1:22.789,,,82.789,,
3826,111,17,19,14,5,1:23.015,,,83.015,,
3827,111,8,1,6,6,1:23.148,,,83.148,,
3828,111,35,16,16,7,1:23.160,,,83.16,,
3829,111,4,4,8,8,1:23.169,,,83.169,,
3830,111,18,16,17,9,1:23.381,,,83.381,,
3831,111,44,7,20,10,1:23.460,,,83.46000000000001,,
3832,111,2,15,9,11,1:23.700,,,83.7,,
3833,111,14,1,5,12,1:23.818,,,83.818,,
3834,111,43,7,21,13,1:23.838,,,83.838,,
3835,111,49,15,10,14,1:23.932,,,83.932,,
3836,111,42,19,15,15,1:24.147,,,84.14699999999999,,
3837,111,15,4,7,16,1:24.190,,,84.19,,
3838,111,21,17,11,17,1:24.317,,,84.31700000000001,,
3839,111,51,18,18,18,1:25.826,,,85.826,,
3840,111,52,17,12,19,1:26.357,,,86.357,,
3841,111,50,18,19,20,,,,,,
3842,112,30,6,1,1,1:17.762,,,77.762,,
3843,112,22,6,2,2,1:18.020,,,78.02,,
3844,112,4,4,8,3,1:18.233,,,78.233,,
3845,112,15,4,7,4,1:18.615,,,78.615,,
3846,112,18,16,17,5,1:18.704,,,78.70400000000001,,
3847,112,44,7,20,6,1:18.811,,,78.811,,
3848,112,23,3,4,7,1:19.006,,,79.006,,
3849,112,14,1,5,8,1:19.128,,,79.128,,
3850,112,31,3,3,9,1:19.377,,,79.377,,
3851,112,49,15,10,10,1:19.427,,,79.42699999999999,,
3852,112,35,16,16,11,1:19.563,,,79.563,,
3853,112,17,19,14,12,1:19.615,,,79.615,,
3854,112,43,7,21,13,1:19.623,,,79.623,,
3855,112,2,15,9,14,1:19.646,,,79.646,,
3856,112,52,17,12,15,1:20.215,,,80.215,,
3857,112,42,19,15,16,1:20.308,,,80.30799999999999,,
3858,112,21,17,11,17,1:20.976,,,80.976,,
3859,112,51,18,18,18,1:22.104,,,82.104,,
3860,112,50,18,19,19,1:22.237,,,82.237,,
3861,112,8,1,6,20,,,,,,
3862,113,30,6,1,1,1:09.150,,,69.15,,
3863,113,8,1,6,2,1:09.189,,,69.189,,
3864,113,31,3,3,3,1:09.391,,,69.391,,
3865,113,2,15,9,4,1:09.725,,,69.725,,
3866,113,22,6,2,5,1:09.784,,,69.784,,
3867,113,15,4,7,6,1:09.890,,,69.89,,
3868,113,18,16,17,7,1:09.935,,,69.935,,
3869,113,42,19,15,8,1:10.045,,,70.045,,
3870,113,21,17,11,9,1:10.105,,,70.105,,
3871,113,23,3,4,10,1:10.279,,,70.279,,
3872,113,44,7,20,11,1:10.402,,,70.402,,
3873,113,35,16,16,12,1:10.618,,,70.618,,
3874,113,43,7,21,13,1:10.834,,,70.834,,
3875,113,14,1,5,14,1:10.893,,,70.893,,
3876,113,49,15,10,15,1:11.307,,,71.307,,
3877,113,52,17,12,16,1:11.505,,,71.505,,
3878,113,17,19,14,17,1:11.662,,,71.662,,
3879,113,51,18,18,18,1:14.508,,,74.508,,
3880,113,4,4,8,19,1:20.113,,,80.113,,
3881,113,50,18,19,20,,,,,,
3882,114,23,3,4,1,1:15.259,,,75.259,,
3883,114,8,1,6,2,1:15.295,,,75.295,,
3884,114,31,3,3,3,1:15.415,,,75.41499999999999,,
3885,114,15,4,7,4,1:15.500,,,75.5,,
3886,114,30,6,1,5,1:15.644,,,75.644,,
3887,114,14,1,5,6,1:15.700,,,75.7,,
3888,114,22,6,2,7,1:15.820,,,75.82,,
3889,114,4,4,8,8,1:15.884,,,75.884,,
3890,114,17,19,14,9,1:16.237,,,76.237,,
3891,114,43,7,21,10,1:16.744,,,76.744,,
3892,114,35,16,16,11,1:16.755,,,76.755,,
3893,114,21,17,11,12,1:16.967,,,76.967,,
3894,114,42,19,15,13,1:17.103,,,77.10300000000001,,
3895,114,2,15,9,14,1:17.176,,,77.176,,
3896,114,49,15,10,15,1:17.402,,,77.402,,
3897,114,52,17,12,16,1:17.452,,,77.452,,
3898,114,44,7,20,17,1:17.464,,,77.464,,
3899,114,50,18,19,18,1:18.706,,,78.706,,
3900,114,51,18,18,19,1:20.063,,,80.063,,
3901,115,23,3,4,1,1:15.529,,,75.529,,
3902,115,31,3,3,2,1:15.923,,,75.923,,
3903,115,30,6,1,3,1:16.047,,,76.047,,
3904,115,4,4,8,4,1:16.048,,,76.048,,
3905,115,22,6,2,5,1:16.143,,,76.143,,
3906,115,17,19,14,6,1:16.182,,,76.182,,
3907,115,44,7,20,7,1:16.598,,,76.598,,
3908,115,15,4,7,8,1:16.718,,,76.718,,
3909,115,43,7,21,9,1:16.826,,,76.826,,
3910,115,49,15,10,10,1:16.939,,,76.939,,
3911,115,14,1,5,11,1:17.024,,,77.024,,
3912,115,2,15,9,12,1:17.086,,,77.086,,
3913,115,42,19,15,13,1:17.337,,,77.337,,
3914,115,35,16,16,14,1:17.347,,,77.34700000000001,,
3915,115,50,18,19,15,1:18.014,,,78.014,,
3916,115,21,17,11,16,1:18.036,,,78.036,,
3917,115,18,16,17,17,1:18.205,,,78.205,,
3918,115,51,18,18,18,1:18.560,,,78.56,,
3919,115,52,17,12,19,1:18.692,,,78.69200000000001,,
3920,115,8,1,6,20,,,,,,
3921,116,8,1,6,1,1:31.523,,,91.523,,
3922,116,30,6,1,2,1:31.555,,,91.555,,
3923,116,23,3,4,3,1:31.619,,,91.619,,
